,calibX,calibY,time
0,0.06599617558991491,0.07764419005314147,0
1,0.0679288751503094,0.08554200586552745,0
2,0.0679288751503094,0.08554200586552745,0
3,0.06483107605337655,0.08309069215401216,0
4,0.07396149485041287,0.07858718735909542,0
5,0.06599617558991491,0.07764419005314147,1
6,0.07057887456183563,0.08161305453129963,1
7,0.06747452275794082,0.07925794667225247,1
8,0.06565238003561316,0.08398722360907379,1
9,0.06700622577136243,0.08742889142507862,1
10,0.0669188249688619,0.07575730449359028,1
11,0.07051334749221636,0.08257511305598059,1
12,0.06559340567295581,0.08485307628128666,1
13,0.06645708068924543,0.08383204339394836,1
14,0.06651605505190276,0.08296619072173547,1
15,0.06823685237752009,0.08102033079952693,1
16,0.06528542844574513,0.08937475134728712,1
17,0.06685985060620453,0.07662315716580315,1
18,0.06854354730204572,0.0881767953719767,1
19,0.06741554839528346,0.08012379934446529,1
20,0.06747452275794082,0.07925794667225247,1
21,0.06655187337899385,0.0811448322318036,1
22,0.0662080778246921,0.08748786578773599,1
23,0.06805337658258606,0.08371409466863362,1
24,0.06294995896839152,0.0886858217630464,1
25,0.06700622577136243,0.08742889142507862,2
26,0.06731420299857312,0.08290721635907813,2
27,0.06811890365220535,0.08275203614395266,2
28,0.06770958102828432,0.09005712822456596,2
29,0.0675916323029696,0.0917888335689917,2
30,0.06639155361962612,0.0847941019186293,2
31,0.07322232126639991,0.07778030904953992,2
32,0.06626705218734946,0.08662201311552312,2
33,0.07119354671357192,0.08424784403774896,2
34,0.06718970156629646,0.08473512755597194,2
35,0.06753349712059818,0.0783920940000396,2
36,0.06821369634195378,0.08006482498180792,2
37,0.06817787801486272,0.08188618347173982,2
38,0.07122325545610017,0.08510714400299985,2
39,0.062672529663995,0.07980420455313282,2
40,0.06823685237752009,0.08102033079952693,2
41,0.06817787801486272,0.08188618347173982,2
42,0.06747452275794082,0.07925794667225247,2
43,0.06799440221992871,0.0845799473408465,2
44,0.06827267070461117,0.07919897230959512,2
