,calibX,calibY,time
0,-0.04158347389408092,0.0636728794011208,0
1,-0.04240477787631754,0.06277634794605913,0
2,-0.04110074212638138,0.06306288075150253,0
3,-0.04181720279722713,0.06062705565695136,0
4,-0.04236546163454596,0.062199112831250514,0
5,-0.04202688942000888,0.06370564293593045,1
6,-0.04065732660045342,0.0630301172166929,1
7,-0.04202688942000888,0.06370564293593045,1
8,-0.041341023736489534,0.060113262859801245,1
9,-0.04137378727129917,0.06059429212214173,1
10,-0.04165555367066214,0.06473114377826983,1
11,-0.04048695621944326,0.06052876505252242,1
12,-0.040963135280180855,0.061042557849672545,1
13,-0.042897560265659516,0.0622384290730221,1
14,-0.041035215056762074,0.06210082222682158,1
15,-0.0382074063124656,0.06074321808138465,1
16,-0.042969640042240735,0.0632966934501712,1
17,-0.03975389221999315,0.06401630181726074,1
18,-0.04382370755928701,0.06288119125745001,1
19,-0.044267123085214966,0.06291395479225965,1
20,-0.04471053861114292,0.06294671832706931,1
21,-0.046821886684593646,0.0667401475670574,1
22,-0.04243754141112718,0.06325737720839962,1
23,-0.04736142426746731,0.061706764455867674,1
24,-0.04606394122449308,0.062089503113779206,1
25,-0.04688524520672971,0.06119297165871755,2
26,-0.046950772276348994,0.06215503018339849,2
27,-0.04844833444286162,0.06341434372440648,2
28,-0.048014526416177004,0.06481811526965635,2
29,-0.048425178407295315,0.06436984954212552,2
30,-0.0491254788719358,0.06040128351504676,2
31,-0.05043956524351439,0.05896683318694812,2
32,-0.05092229701121392,0.05957683183656632,2
33,-0.05139847607195153,0.060090624633716457,2
34,-0.05054440855490526,0.060506126826437634,2
35,-0.051760204322054915,0.05762858871131757,2
36,-0.05401659819346629,0.05836964150017436,2
37,-0.05081745369982305,0.05803753819707682,2
38,-0.05234122669418339,0.059681675147957206,2
39,-0.05165536101066405,0.05608929507182801,2
40,-0.053452179149942186,0.05526484339334758,2
41,-0.053823514899288924,0.05423934255100819,2
42,-0.05134083107649144,0.05147141415335947,2
43,-0.05096294262018278,0.052400709143230785,2
44,-0.04948853648923645,0.05018588978450371,2
45,-0.05007611156832686,0.05233518207361149,2
46,-0.05217873838733244,0.04952317102811071,3
47,-0.05306556943918835,0.049588698097730005,3
48,-0.052759760759460914,0.05157625746475035,3
49,-0.05082533577398226,0.050380386241400794,3
50,-0.05180084993102377,0.05045246601798202,3
51,-0.05172877015444255,0.04939420164083298,3
52,-0.05258283767148882,0.0489786994481118,3
53,-0.05180084993102377,0.05045246601798202,3
54,-0.05299348966260714,0.04853043372058097,3
55,-0.05265491744807005,0.050036963825260836,3
56,-0.05320317628538887,0.05160902099955999,3
57,-0.054346892275957306,0.047673218507290886,3
58,-0.054418972052538525,0.048731482884439924,3
59,-0.05582129840690361,0.049888037866017906,3
60,-0.05713538477848222,0.048453587537919264,3
61,-0.05850494759803767,0.049129113257156756,3
62,-0.05854426383980924,0.049706348371965324,3
63,-0.05951977799685075,0.04977842814854654,3
64,-0.05761811654618175,0.049063586187537464,3
65,-0.060850024574634634,0.04987671875297549,4
66,-0.06230827049937566,0.0505587971791749,4
67,-0.062944769319481,0.05472185966315074,4
68,-0.06319510155123156,0.050624324248794206,4
69,-0.06605567383033772,0.05246295765657166,4
70,-0.06518500298468707,0.053930171519479944,4
71,-0.0636778333189311,0.0512343228984124,4
72,-0.06958378303927469,0.04985199577492984,4
73,-0.06899620796018427,0.04770270348582207,4
74,-0.07123644162539036,0.04691101534215128,4
75,-0.07120367809058072,0.0464299860798108,4
76,-0.07250116113355495,0.04604724742189925,4
77,-0.0733718319792056,0.04458003355899097,4
78,-0.0737824839703239,0.044131767831460146,4
79,-0.07360556088235182,0.0415342098148216,4
80,-0.07349283549680174,0.047652068131008134,4
81,-0.07401621287347011,0.04108594408729078,4
82,-0.07080746088058354,0.039317305704133734,4
83,-0.07304769454578963,0.03852561756046295,4
84,-0.07382968228625468,0.03705185099059273,4
85,-0.07221766930910783,0.032816708730035685,4
86,-0.07273316461161702,0.03390773664199437,5
87,-0.07456274628570479,0.033564314225854416,5
88,-0.07425693760597736,0.03555187359287474,5
89,-0.0749013185002419,0.03205778412117455,5
90,-0.07427309781218264,0.037084614525402376,5
91,-0.07483579143062259,0.031095725596493585,5
92,-0.07264492462883052,0.03131673133231776,5
93,-0.07332862176486662,0.02839987697542608,5
94,-0.0747475514478361,0.028504720286816953,5
95,-0.07432029612811342,0.030004697684534908,5
96,-0.0746820243782168,0.027542661762136003,5
97,-0.07592403097321418,0.02504994705688833,5
98,-0.0730306951592984,0.022730284386770418,5
99,-0.07505336012756354,0.02651716091979661,5
100,-0.07491575328136302,0.02449683801796663,5
101,-0.07498128035098231,0.025458896542647574,5
102,-0.07647012126304976,0.020112769798166664,5
103,-0.07410888408024754,0.017832423369820345,5
104,-0.07491575328136302,0.02449683801796663,5
105,-0.07547189419284105,0.01841174323658976,5
106,-0.0751660855131136,0.02039930260361013,6
107,-0.0756160537460035,0.02052827199088785,6
108,-0.07586638597775408,0.01643073657653135,6
109,-0.0759384657543353,0.017489000953680382,6
110,-0.07540636712322174,0.017449684711908817,6
111,-0.07572877913155357,0.014410413674701368,6
112,-0.07565931102485468,0.017276931127858424,6
113,-0.07548894064384452,0.014775578963687936,6
114,-0.07572266954699075,0.011729755219518564,6
115,-0.07706951945337899,0.010776334153760371,6
116,-0.07762433099765972,0.012444597180527647,6
117,-0.0785670816198916,0.012035647694768389,6
118,-0.07918874960098893,0.006912611438072459,6
119,-0.07403857679326269,0.006436348581812482,6
120,-0.07908390628959805,0.005373317798582952,6
121,-0.07498132741549454,0.006027399096053231,6
122,-0.07707740152753818,0.0031191821980843387,6
123,-0.07807562859774689,0.004820208759661257,6
124,-0.078463567675698,0.0027429962471347408,6
125,-0.0774880535186565,0.0026709164705535082,6
126,-0.07693979468133766,0.001098859296254355,7
127,-0.0807038013409041,0.0019513081034639446,7
128,-0.07843080414088835,0.0022619669847942572,7
129,-0.07918002834654375,0.00030717115258356575,7
130,-0.07863176950922493,-0.0012648860217155874,7
131,-0.08012277896877562,-0.00010177833317568524,7
132,-0.07863176950922493,-0.0012648860217155874,7
133,-0.07854352952643844,-0.0038558913313922367,7
134,-0.0793975970434847,-0.004271393524113414,7
135,-0.07854352952643844,-0.0038558913313922367,7
136,-0.07705252006688774,-0.0050189990199321355,7
137,-0.078399369973276,-0.005972420085690343,7
138,-0.0769970436189109,-0.007128975067268301,7
139,-0.07771350428975665,-0.009564800161819476,7
140,-0.08009834063052428,-0.010824412153906879,7
141,-0.07736532457597621,-0.009494805137199098,7
142,-0.07905074669690154,-0.011954756307637156,7
143,-0.0799934973191334,-0.01236370579339641,7
144,-0.07992141754255218,-0.013421970170545455,7
145,-0.07937315870523334,-0.014994027344844604,8
146,-0.07512642027796738,-0.01645647480167242,8
